code,level,description_ar_derived,child_count,regulation_ids
551599,6,أقمشة منسوجة من ألياف بولي أميدات مخلوطة بصورة رئيسية أو حصرية بشعيرات ألياف بوليستر,3,REG-047
551611,6,غير مقصورة أو مقصورة,1,REG-047
551612,6,مصبوغة,1,REG-047
551613,6,من خيوط مختلفة الألوان,1,REG-047
551614,6,مطبوعة,1,REG-047
551621,6,غير مقصورة أو مقصورة,1,REG-047
551622,6,مصبوغة,1,REG-047
551623,6,من خيوط مختلفة الألوان,1,REG-047
551624,6,مطبوعة,1,REG-047
551631,6,غير مقصورة أو مقصورة,1,REG-047
551632,6,مصبوغة,1,REG-047
551633,6,من خيوط مختلفة الألوان,1,REG-047
551634,6,مطبوعة,1,REG-047
551641,6,غير مقصورة أو مقصورة,1,REG-047
551642,6,مصبوغة,1,REG-047
551643,6,من خيوط مختلفة الألوان,1,REG-047
551644,6,مطبوعة,1,REG-047
551691,6,غير مقصورة أو مقصورة,1,REG-047
551692,6,مصبوغة,1,REG-047
551693,6,من خيوط مختلفة الألوان,1,REG-047
551694,6,مطبوعة,1,REG-047
560121,6,أعواد تنظيف الأذن,3,REG-047
560122,6,حشو من ألياف تركيبية,2,REG-047
560129,6,حشو مقصور من ألياف نباتية,4,REG-047
560130,6,زغب و غبار نسجي و عقد من مواد نسجية,1,REG-047
560210,6,لباد إبرة وأقمشة من ألياف مجمعة بالغرز,1,REG-047
560221,6,لباد من صوف ، غير مشرب ولا مطلي ولا مغطى ولا منضد,4,REG-047
560229,6,لباد من ألياف تركيبية ، غير مشرب ولا مطلي ولا مغطى ولا منضد,5,REG-047
560290,6,لباد من صوف ، مشرب أو مطلي أو مغطى أو منضد,4,REG-047
560311,6,أقمشة غير منسوجة بوزن لا يزيد عن 25 غ/ م2 ، مشربة,5,REG-047
560312,6,أقمشة غير منسوجة بوزن يزيد عن 25 جم/ م2 ولكن لا يتجـاوز 70 غ/ م 2 ، مشربة,5,REG-047
560313,6,أقمشة غير منسوجة بوزن يزيد عن 70 جم/ م2 ولكن لا يتجاوز 150 غ/ م2 ، مشربة,5,REG-047
560314,6,أقمشة غير منسوجة بوزن يزيد عن 150 جم/ م2 ، مشربة,5,REG-047
560391,6,أقمشة غير منسوجة بوزن لا يزيد عن  25 جم/ م2 ، مشربة,5,REG-047
560392,6,أقمشة غير منسوجة بوزن يزيد عن 25 جم/ م2 ولكن لا يتجاوز 70 جم/   م2 ، مشربة,5,REG-047
560393,6,أقمشة غير منسوجة بوزن يزيد عن 70جم/ م2 ولكن لا  يتجاوز 150 جم/ م2 ، مشربة,5,REG-047
560394,6,أقمشة غير منسوجة بوزن يزيد عن 150 جم/ م2 ، مشربة,5,REG-047
560410,6,خيوط وحبال من مطاط مغطاة بمواد نسجية ، مشربة,4,REG-047
560490,6,خيوط وحبال من مطاط مغطاة بقطن,3,REG-047
560500,6,خيوط نسجيه ممعدنة ، وإن كانت بريما ، مؤلفة من خيوط نسجية أو أشرطة أو أشكال مماثلة مما يدخل في البند 5404 أو 5405  مضمومة إلى معدن بشكل خيوط أو صفيحات أو قدد أو مساحيق، أو مغطاة بالمعدن,1,REG-047
560600,6,خيوط بريم وبريم من صفيحات وأشكال مماثله,7,REG-047
560721,6,غير مضفورة,2,REG-047
560729,6,غير مضفورة,2,REG-047
560741,6,خيوط ربط أو حزم غير مضفورة من بولي إيثيلين,4,REG-047
560749,6,غير مضفورة,2,REG-047
560750,6,خيوط ربط أو حزم غير مضفورة ، من اكريلك,8,REG-047
560790,6,خيوط ربط أو حزم غير مضفورة ، من ألياف اصطناعية,8,REG-047
560811,6,شباك جاهزة لصيد الأسماك,1,REG-047
560819,6,شباك بعيون معقودة من خيوط حزم,3,REG-047
560890,6,شباك بعيون معقودة من قطن,2,REG-047
560900,6,خيوط الأحذية,4,REG-047|REG-053
570110,6,سجاد من أصواف,4,REG-047
570190,6,سجاد من خيوط الحرير,9,REG-047
570210,6,"بسط ""كليم"" ، يدوية النسيج",4,REG-047
570220,6,أغطية أرضيات من ألياف جوز الهند,1,REG-047
570231,6,سجاد آلي من صوف ، مخملية، غير جاهزة,9,REG-047
570232,6,سجاد من مواد نسجية تركيبية ، مخملية، غير جاهزة,12,REG-047
570239,6,سجاد من قطن,3,REG-047
570241,6,سجاد آلي من صوف ، مخملية، جاهزة,6,REG-047
570242,6,سجاد من مواد نسجية تركيبية ، مخملية، جاهزة,11,REG-047
570249,6,سجاد صلاة,12,REG-047
570250,6,سجاد آلي من صوف ، غير مخملية، غير جاهزة,12,REG-047
570291,6,سجاد آلي من صوف ، غير مخملية، جاهزة,15,REG-047
570292,6,سجاد من مواد نسجية تركيبية ، غير مخملية ، جاهز,9,REG-047
570299,6,سجاد صلاة,13,REG-047
570310,6,سجاد من صوف,4,REG-047
570321,6,نجيلة (عشب اصطناعي),1,REG-047
570329,6,غيرها,1,REG-047
570331,6,نجيلة (عشب اصطناعي),1,REG-047
570339,6,سجاد وبسط وموكيت,5,REG-047
570390,6,سجاد صلاة,12,REG-047
570410,6,مربعات لا تتجاوز مساحة سطحها عن  0.3 م2,1,REG-047
570420,6,مربعات تتجاوز مساحة سطحها عن  0.3 م2 ولكن لا تزيد عن 1م2,1,REG-047
570490,6,غيرها,1,REG-047
570500,6,سجاد وبسط من خيوط قطيفة,10,REG-047
580110,6,لصناعة العبي و المشالح,2,REG-047
580121,6,"""ـ ـ أقمشة منسوجة ذات خمل من اللحمة ، غير مقصوصة""",1,REG-047
580122,6,"""ـ ـ أقمشة منسوجة ذات خمل من اللحمة، مقصوصة مضلعة (كوردوري)""",1,REG-047
580123,6,أقمشة منسوجة آخر ذات خمل من اللحمة,1,REG-047
580126,6,"أقمشة منسوجة من خيوط قطيفية ""شينيل""",1,REG-047
580127,6,أقمشة منسوجة ذات مخمل من السدي,1,REG-047
580131,6,"""ـ ـ أقمشة منسوجة ذات خمل من اللحمة، غير مقصوصة""",1,REG-047
580132,6,"""ـ ـ أقمشة منسوجة ذات خمل من اللحمة، مقصوصة مضلعة """"كوردوري""""""",1,REG-047
580133,6,أقمشة منسوجة أخر ذات خمل من اللحمة,1,REG-047
580136,6,"""ـ ـ أقمشة منسوجة من خيوط قطيفية """"شينيل""""""",1,REG-047
580137,6,أقمشة منسوجة ذات خمل من السدى,1,REG-047
580190,6,لصناعة العبي و المشالح,3,REG-047
580210,6,"""ـ أقمشة منسوجة مزردة من النوع الإسفنجي (نسج المناشف وما يماثلها """" تيري"""") ، من قطن:""",1,REG-047
580220,6,"""ـ أقمشة منسوجة من النوع الإسفنجي ونسج المناشف وما يماثلها """" تيري""""، من مواد نسجية أُخر""",1,REG-047
580230,6,أقمشة ذات أوبار من مواد نسجية,1,REG-047
580300,6,نسج بعقدة غزيه، عدا النسج الضيقة (الشرائط) الداخلة في البند 5806.,1,REG-047
580410,6,تول وأقمشة شبكية آخر,1,REG-047
580421,6,من ألياف تركيبية أو اصطناعية,1,REG-047
580429,6,من مواد نسجية أُخر,1,REG-047
580430,6,مسننات يدوية الصنع,1,REG-047
580500,6,"""ديابيج يدوية النسج من أنواع جوبلان، فلاندر،  أوبيسون، بوفييه وما يماثلها وديابيج مشغولة بالإبرة (بالغرزة الصغيرة أو بالغرزة المتقاطعة مثلاً)، وإن كانت جاهزة""",1,REG-047
580610,6,أشرطة من أقمشة منسوجة ذات خمل(بما فيها أقمشة مزردة من النوع الإسفنجي)وأقمشة من خيوط قطيفية (شنيل),1,REG-047
580620,6,أشرطة منسوجة أُخر، تحتوي على 5% أو أكثر وزناً من خيوط قابلة للمط أو خيوط مطاط.,1,REG-047
580631,6,من قطن,1,REG-047
580632,6,من ألياف تركيبية أو اصطناعية,1,REG-047
580639,6,من مواد نسجية أُخر,1,REG-047
580640,6,أقمشة ضيقة (شرائط) مؤلفة من سدى دون لحمه مجمعة بواسطة لاصق (البولدويك),1,REG-047
580710,6,منسوجة,1,REG-047
580790,6,غيرها,1,REG-047
580810,6,ضفائر أثواباً,1,REG-047
580890,6,غيرها,1,REG-047
580900,6,"""أقمشة منسوجة من خيوط من معدن و أقمشة منسوجة من خيوط نسجية ممعدنة مما يدخل في البند 5605، من الأنواع المستعملة للألبسة و للمفروشات أو لاستعمالات مماثلة، غير مذكورة ولا داخلة في مكان آخر""",1,REG-047
581010,6,مطرزات من دون أرضية ظاهرة,1,REG-047
581091,6,من قطن,1,REG-047
581092,6,من ألياف تركيبية أو اصطناعية,1,REG-047
581099,6,من مواد نسجية أُخر,1,REG-047
581100,6,"""منتجات نسجية ذات حشو، أثواباً ، تتكون من طبقة أو أكثر من مواد نسجية مضمومة إلى حشو، بالغرز أو بطريقة أُخرى، عدا المطرزات الداخلة في البند 5810""",1,REG-047
590110,6,"""ـ نسج مطلية بصمغ أو بمواد نشوية، من الأنواع المستعملة للتغليف الخارجي للكتب وغيرها من الاستعمالات المماثلة""",1,REG-047
590190,6,نسج شفافة لنقل الرسوم,3,REG-047
590210,6,من نايلون أو من بولي أميدات أُخر,1,REG-047
590220,6,من بوليسترات,1,REG-047
590290,6,غيرها,1,REG-047
590310,6,ببولي (فينيل كلوريد),1,REG-047
590320,6,ببولي يوريثان,1,REG-047
590390,6,غيرها,1,REG-047
590410,6,مشمع أرضية (لينوليوم),1,REG-047
590490,6,غيرها,1,REG-047
590500,6,من قطيفة,4,REG-047
590610,6,أشرطة لاصقة بعرض لا يزيد عن 20 سم,1,
590691,6,مصنرة أو كروشيه,1,REG-047
590699,6,غيرها,1,REG-047
590700,6,النسج المطلية بالقطران أو القار أو المواد المماثلة من الأنواع المستعملة لتحضير أغطية البضائع وأقمشة التغليف,8,REG-047
590800,6,"""فتائل منسوجة أو مضفورة أو مصنرة، من مواد نسجية، للمصابيح و المواقد و القداحات و الشموع أو ما يماثلها؛ رقائق (أغشية) وهاجة لمصابيح الغاز وأقمشة مصنرة اسطوانية  تستخدم في صنعها، وإن كانت مشربة""",1,REG-047
590900,6,المجهزة لإطفاء الحرائق,2,REG-047|REG-062
591000,6,سيور نقل الحركة أو نقل المواد من مواد نسجية، وإن كانت مشربة، مطلية، مغطاة،  أو منضدة بلدائن أو مقواة بمعدن أو بمادة أُخرى.,1,REG-047
591110,6,"نسج ولباد ونسج مبطنة بلباد، مطلية أو مغطاة أو منضده بمطاط أو جلد أو بمواد أُخر، من الأنواع المستعملة في صنع كسوة أجهزة الندف، والنسج المماثلة لاستعمالات تقنيه أُخر، بما في ذلك النسج الضيقة (الشرائط) المصنوعة من قطيفة مشربه بمطاط لتغطية مغازل النسيج ""مكوك النسيج""",1,REG-047
591120,6,نسج النخل وإن كانت جاهزة,1,REG-047
591131,6,وزن المتر المربع منها أقل من 650 جم,1,REG-047
591132,6,وزن المتر المربع منها 650 جم  أو أكثر,1,REG-047
591140,6,أقمشة الترشيح أو التصفية من الأنواع المستعملة في معاصر الزيوت أو ما يماثلها، بما في ذلك ما كان منها مصنوعاً من شعر بشري,1,REG-047
591190,6,غيرها,1,REG-047
600110,6,من قطن,4,REG-047
600121,6,من قطن,1,REG-047
600122,6,من ألياف تركيبية أو اصطناعية,1,REG-047
600129,6,من مواد نسجية أُخر,1,REG-047
600191,6,من قطن,1,REG-047
600192,6,من ألياف تركيبية أو اصطناعية,1,REG-047
600199,6,من مواد نسجية أُخر,1,REG-047
600240,6,"""ـ  تحتوي على 5%، وزناً أو  أكثر وزناً من خيوط قابلة للمط """"الإستومير"""" ولكن لا تحتوى على خيوط مطاط""",1,REG-047
600290,6,غيرها,1,REG-047
600310,6,مصنرة,2,REG-047
600320,6,مصنرة,2,REG-047
600330,6,مصنرة,2,REG-047
600340,6,مصنرة,2,REG-047
600390,6,غيرها,1,REG-047
600410,6,"""ـ تحتوى على 5% وزنا ًأو أكثر من خيوط قابلة للمط """"الاستومير"""" ولكن لا تحتوى على خيوط مطاط""",1,REG-047
600490,6,غيرها,1,REG-047
600521,6,غير مقصورة أو مقصورة,1,REG-047
600522,6,مصبوغة,1,REG-047
600523,6,من خيوط ذات ألوان مختلفة,1,REG-047
600524,6,مطبوعة,1,REG-047
600535,6,الأقمشة المحددة في ملاحظة البند الفرعي 1 لهذا الفصل,1,REG-047
600536,6,غيرها، غير مقصورة أو مقصورة,1,REG-047
600537,6,غيرها،  مصبوغة,1,REG-047
600538,6,غيرها، من خيوط ذات ألوان مختلفة,1,REG-047
600539,6,غيرها، مطبوعة,1,REG-047
600541,6,غير مقصورة أو مقصورة,1,REG-047
600542,6,مصبوغة,1,REG-047
600543,6,من خيوط ذات ألوان مختلفة,1,REG-047
600544,6,مطبوعة,1,REG-047
600590,6,غيرها,1,REG-047
600610,6,من صوف أو وبر ناعم,1,REG-047
600621,6,غير مقصورة أو مقصورة,1,REG-047
600622,6,مصبوغة,1,REG-047
600623,6,من خيوط ذات ألوان مختلفة,1,REG-047
600624,6,مطبوعة,1,REG-047
600631,6,غير مقصورة أو مقصورة,1,REG-047
600632,6,مصبوغة,1,REG-047
600633,6,من خيوط ذات ألوان مختلفة,1,REG-047
600634,6,مطبوعة,1,REG-047
600641,6,غير مقصورة أو مقصورة,1,REG-047
600642,6,مصبوغة,1,REG-047
600643,6,من خيوط ذات ألوان مختلفة,1,REG-047
600644,6,مطبوعة,1,REG-047
600690,6,غيرها,1,REG-047
610120,6,من قطن,1,REG-047
610130,6,من ألياف تركيبية أو اصطناعية,1,REG-047
610190,6,من مواد نسجية أُخر,1,REG-047
610210,6,من صوف أو من وبر ناعم,1,REG-047
610220,6,من قطن,1,REG-047
610230,6,من ألياف تركيبية أو اصطناعية,1,REG-047
610290,6,من مواد نسجية أُخر,1,REG-047
610310,6,بدل,1,REG-047
610322,6,من قطن,1,REG-047
610323,6,من ألياف تركيبية,1,REG-047
610329,6,أطقم من ألياف اصطناعية,3,REG-047
610331,6,من صوف أو من وبر ناعم,1,REG-047
610332,6,من قطن,1,REG-047
610333,6,من ألياف تركيبية,1,REG-047
610339,6,من مواد نسجية أُخر,1,REG-047
610341,6,من صوف أو من وبر ناعم,1,REG-047
610342,6,بنطلونات عادية,3,REG-047
610343,6,بنطلونات عادية,3,REG-047
610349,6,بنطلونات عادية,4,REG-047
610413,6,من ألياف تركيبية,1,REG-047
610419,6,بدل من صوف او وبر ناعم,4,REG-047
610422,6,من قطن,1,REG-047
610423,6,من ألياف تركيبية,1,REG-047
610429,6,أطقم من صوف او وبر ناعم,3,REG-047
610431,6,من صوف أو من وبر ناعم,1,REG-047
610432,6,من قطن,1,REG-047
610433,6,من ألياف تركيبية,1,REG-047
610439,6,جاكيتات وسترات فضفاضة من صوف او وبر ناعم,2,REG-047
610441,6,من صوف أو من وبر ناعم,1,REG-047
610442,6,من قطن,1,REG-047
610443,6,من ألياف تركيبية,1,REG-047
610444,6,من ألياف اصطناعية,1,REG-047
610449,6,من مواد نسجية أُخر,1,REG-047
610451,6,من صوف أو من وبر ناعم,1,REG-047
610452,6,من قطن,1,REG-047
610453,6,من ألياف تركيبية,1,REG-047
610459,6,من مواد نسجية أُخر,1,REG-047
610461,6,من صوف أو من وبر ناعم,1,REG-047
610462,6,بنطلونات عادية,4,REG-047
610463,6,بنطلونات عادية,4,REG-047
610469,6,بنطلونات عادية,4,REG-047
610510,6,من قطن,1,REG-047
610520,6,من ألياف تركيبية أو اصطناعية,1,REG-047
610590,6,من مواد نسجية أُخر,1,REG-047
610610,6,بلوزات,3,REG-047
610620,6,بلوزات,3,REG-047
610690,6,بلوزات,3,REG-047
610711,6,سراويل داخلية (كالسونات أو سليبات),5,REG-047
610712,6,من ألياف تركيبية أو اصطناعية,1,REG-047
610719,6,من مواد نسجية أُخر,1,REG-047
610721,6,من قطن,1,REG-047
610722,6,من ألياف تركيبية أو اصطناعية,1,REG-047
610729,6,قمصان للنوم  من صوف او وبر ناعم,5,REG-047
610791,6,من قطن,1,REG-047
610799,6,من مواد نسجية أُخر,1,REG-047
610811,6,من ألياف تركيبية أو اصطناعية,1,REG-047
610819,6,من مواد نسجية أُخر,1,REG-047
610821,6,من قطن,1,REG-047
610822,6,من ألياف تركيبية أو اصطناعية,1,REG-047
610829,6,من مواد نسجية أُخر,1,REG-047
610831,6,من قطن,1,REG-047
610832,6,قمصان للنوم,2,REG-047
610839,6,قمصان للنوم,2,REG-047
610891,6,من قطن,1,REG-047
610892,6,من ألياف تركيبية أو اصطناعية,1,REG-047
610899,6,من صوف او وبر ناعم,3,REG-047
610910,6,قمصان (تي شيرت) وقمصان قصيرة بأكمام,2,REG-047
610990,6,قمصان (تي شيرت) وقمصان قصيرة بأكمام  من ألياف تركيبية,5,REG-047
611011,6,كنزات,4,REG-047
611012,6,كنزات,3,REG-047
611019,6,كنزات  من حرير او فضلات الحرير,3,REG-047
611020,6,كنزات,3,REG-047
611030,6,كنزات,3,REG-047
611090,6,من مواد نسجية أخرى:,1,REG-047
611120,6,من قطن,1,REG-047
611130,6,من ألياف تركيبية,1,REG-047
611190,6,من ألياف اصطناعية,3,REG-047
611211,6,من قطن,1,REG-047
611212,6,من ألياف تركيبية,1,REG-047
611219,6,من مواد نسجية أُخر,1,REG-047
611220,6,بدل للتزلج,1,REG-047
611231,6,من ألياف تركيبية,1,REG-047
611239,6,من مواد نسجية أُخر,1,REG-047
611241,6,من ألياف تركيبية,1,REG-047
611249,6,من مواد نسجية أُخر,1,REG-047
611300,6,ألبسة مصنوعة من أقمشة مصنرة أو كروشيه داخلة في البنود5903أو5906أو 5907,1,REG-047
611420,6,من قطن,1,REG-047
611430,6,من ألياف تركيبية أو اصطناعية,1,REG-047
611490,6,من مواد نسجية أُخر,1,REG-047
611510,6,غيرها,1,REG-047
611521,6,"""ـ ـ من ألياف تركيبية، مقاس الخيط المفرد منها أقل من 67 ديسيتكس""",1,REG-047
611522,6,"""ـ ـ من ألياف تركيبية، مقاس الخيــط المفـــرد منهــا  67 ديسيتكس أو أكثر""",1,REG-047
611529,6,من مواد نسجية أخر,1,REG-047
611530,6,"""ـ جوارب نسائية أخر طويلة أو نصفية، مقاس الخيط المفرد منها أقل من 67 ديسيتكس""",1,REG-047
611594,6,من صوف أو من وبر ناعم,1,REG-047
611595,6,من قطن,1,REG-047
611596,6,من ألياف تركيبية,1,REG-047
611599,6,من مواد نسجية أُخر,1,REG-047
611610,6,مشربة أو مطلية أو مغطاة أو منضدة بلدائن أو بمطاط,1,REG-047
611691,6,من صوف أو من وبر ناعم,1,REG-047
611692,6,من قطن,1,REG-047
611693,6,من ألياف تركيبية,1,REG-047
611699,6,من مواد نسجية أُخر,1,REG-047
611710,6,"""ـ  شالات ، أوشحة ، لفافات عنق، طرح، أخمره  وأصناف مماثلة""",1,REG-047
611780,6,توابع أُخر,1,REG-047
611790,6,أجزاء,1,REG-047
620120,6,مشالح وعبي,2,REG-047
620130,6,من قطن,1,REG-047
620140,6,من ألياف تركيبية أو اصطناعية,1,REG-047
620190,6,من مواد نسجية أُخر,1,REG-047
620220,6,من صوف أو من وبر ناعم,1,REG-047
620230,6,من قطن,1,REG-047
620240,6,عباءات نسائية,2,REG-047
620290,6,عباءات نسائية,3,REG-047
620311,6,من صوف أو من وبر ناعم,1,REG-047
620312,6,من ألياف تركيبية,1,REG-047
620319,6,بدل من حرير,5,REG-047
620322,6,من قطن,1,REG-047
620323,6,من ألياف تركيبية,1,REG-047
620329,6,أطقم ملابس من حرير,5,REG-047
620331,6,من صوف أو من وبر ناعم,1,REG-047
620332,6,من قطن,1,REG-047
620333,6,من ألياف تركيبية,1,REG-047
620339,6,جاكيتات وسترات فضفاضة من حرير,3,REG-047
620341,6,بنطلونات عادية,5,REG-047
620342,6,بنطلونات عادية,5,REG-047
620343,6,بنطلونات عادية,5,REG-047
620349,6,بنطلونات عادية من حرير,11,REG-047
620411,6,من صوف أو من وبر ناعم,1,REG-047
620412,6,من قطن,1,REG-047
620413,6,من ألياف تركيبية,1,REG-047
620419,6,بدل من حرير,4,REG-047
620421,6,من صوف أو من وبر ناعم,1,REG-047
620422,6,من قطن,1,REG-047
620423,6,من ألياف تركيبية,1,REG-047
620429,6,أطقم ملابس من حرير,4,REG-047
620431,6,من صوف أو من وبر ناعم,1,REG-047
620432,6,من قطن,1,REG-047
620433,6,من ألياف تركيبية,1,REG-047
620439,6,جاكيتات وسترات فضفاضة من حرير,4,REG-047
620441,6,من صوف أو من وبر ناعم,1,REG-047
620442,6,من قطن,1,REG-047
620443,6,من ألياف تركيبية,1,REG-047
620444,6,من ألياف اصطناعية,1,REG-047
620449,6,من مواد نسجية أُخر,1,REG-047
620451,6,من صوف أو من وبر ناعم,1,REG-047
620452,6,من قطن,1,REG-047
620453,6,من ألياف تركيبية,1,REG-047
620459,6,تنانير عادية أو بشكل بنطلونات من حرير,4,REG-047
620461,6,بنطلونات عادية,5,REG-047
620462,6,بنطلونات عادية,5,REG-047
620463,6,بنطلونات عادية,5,REG-047
620469,6,بنطلونات عادية من حرير,16,REG-047
620520,6,من قطن,1,REG-047
620530,6,من ألياف تركيبية أو اصطناعية,1,REG-047
620590,6,قمصان للرجال أو الصبية من حرير,3,REG-047
620610,6,بلوزات للنساء والبنات,3,REG-047
620620,6,بلوزات للنساء والبنات,3,REG-047
620630,6,بلوزات للنساء والبنات,3,REG-047
620640,6,بلوزات للنساء والبنات,3,REG-047
620690,6,بلوزات للنساء والبنات من حرير,7,REG-047
620711,6,من قطن,1,REG-047
620719,6,كالسونات وسراويل داخلية من حرير,4,REG-047
620721,6,قمصان للنوم من قطن,2,REG-047
620722,6,قمصان للنوم من ألياف تركيبية أو اصطناعية,2,REG-047
620729,6,قمصان للنوم من حرير,5,REG-047
620791,6,قمصان قصيرة بأكمام أو بدونها للرجال والصبية,3,REG-047
620799,6,قمصان قصيرة بأكمام أو بدونها من حرير,10,REG-047
620811,6,"قمصان داخليه ""كومبينيزونات""",3,REG-047
620819,6,"قمصان داخليه ""كومبينيزونات"" من قطن",10,REG-047
620821,6,قمصان نوم,2,REG-047
620822,6,قمصان نوم,2,REG-047
620829,6,قمصان نوم من حرير,5,REG-047
620891,6,سراويل داخليه,4,REG-047
620892,6,سراويل داخليه,4,REG-047
620899,6,سراويل داخليه من حرير,9,REG-047
620920,6,الأثواب الخارجية الفضفاضة,8,REG-047
620930,6,الأثواب الخارجية الفضفاضة,7,REG-047
620990,6,صدريات الرضع (بافتات) من حرير,7,REG-047
621010,6,ألبسة مصنوعة من لباد,5,REG-047
621020,6,ألبسة أُخر، من الأنواع الموصوفة في البند 62.01,1,REG-047
621030,6,ألبسة أُخر، من الأنواع الموصوفة في البند 62.02,1,REG-047
621040,6,ألبسة أُخر للرجال أو الصبية,1,REG-047
621050,6,ألبسة أُخر للنساء أو البنات,1,REG-047
621111,6,ألبسة سباحة من ألياف تركيبية أو اصطناعية,2,REG-047
621112,6,للنساء أو البنات,1,REG-047
621120,6,بدل للتزلج,1,REG-047
621132,6,ثوب (دشداشه),3,REG-047
621133,6,ثوب (دشداشه),3,REG-047
621139,6,ثوب (دشداشه),4,REG-047
621142,6,من قطن,1,REG-047
621143,6,من ألياف تركيبية أو اصطناعية,1,REG-047
621149,6,من مواد نسجية أُخر,1,REG-047
621210,6,حمائل ثدي,1,REG-047
621220,6,أحزمة شداده وأحزمة شداده بشكل سراويل,1,REG-047
621230,6,"""ـ مشدات نسائية للخصر والردفين """"كورسيه""""""",1,REG-047
621290,6,غيرها,1,REG-047
621320,6,من قطن,1,REG-047
621390,6,من مواد نسجية أُخر,1,REG-047
621410,6,من حرير أو من فضلات حرير,1,REG-047
621420,6,شالات,7,REG-047
621430,6,شالات,5,REG-047
621440,6,شالات,5,REG-047
621490,6,شالات,6,REG-047
621510,6,من حرير أو من فضلات حرير,1,REG-047
621520,6,من ألياف تركيبية أو اصطناعية,1,REG-047
621590,6,من مواد نسجية أُخر,1,REG-047
621600,6,"""قفازات، قفازات بلا أصابع، قفازات تكسو الأصابع الأربع معا والإبهام منفردا""",1,REG-047
621710,6,جوارب,11,REG-029|REG-047
621790,6,الأبطيات,3,REG-047
630110,6,بطانيات كهربائية,1,REG-047
630120,6,"""ـ بطانيات (عدا الكهربائية)، و أحرمة، من صوف أو من وبر ناعم""",1,REG-047
630130,6,"""ـ  بطانيات (عدا الكهربائية)، و أحرمة، من قطن""",1,REG-047
630140,6,"""ـ  بطانيات (عدا الكهربائية)، و أحرمة، من ألياف تركيبية""",1,REG-047
630190,6,بطانيات مقاومة للحريق,2,REG-047
630210,6,"""ـ بياضات للأسرة، من مصنرات أو كروشيه""",1,REG-047
630221,6,من قطن,1,REG-047
630222,6,من ألياف صناعية,1,REG-047
630229,6,من مواد نسجية أُخر,1,REG-047
630231,6,من قطن,1,REG-047
630232,6,من ألياف صناعية,1,REG-047
630239,6,من مواد نسجية أُخر,1,REG-047
630240,6,بياضات مائدة من مصنرات أو كروشيه,1,REG-047
630251,6,من قطن,1,REG-047
630253,6,من ألياف صناعية,1,REG-047
630259,6,من مواد نسجية أُخر,1,REG-047
630260,6,"""ـ بياضات للتواليت (الحمام) أو للمطبخ، من أقمشة مزردة من النوع ألإسفنجي، (أقمشة المناشف وما يماثلها """"تيري"""") من قطن""",1,REG-047
630291,6,فوط إحرام,5,REG-047
630293,6,من ألياف صناعية,1,REG-047
630299,6,من مواد نسجية أُخر,1,REG-047
630312,6,من ألياف تركيبية,1,REG-047
630319,6,من مواد نسجية أُخر,1,REG-047
630391,6,ستائر و أسدال,3,REG-047
630392,6,ستائر و أسدال,3,REG-047
630399,6,من مواد نسجية أُخر,1,REG-047
630411,6,من مصنرات أو كروشيه,1,REG-047
630419,6,غيرها,1,REG-047
630420,6,ناموسيات الأسرة  المحددة في ملاحظة البند الفرعي 1 لهذا الفصل,1,REG-047
630491,6,الناموسيات,3,REG-047
630492,6,الناموسيات,5,REG-047
630493,6,الناموسيات,5,REG-047
630499,6,الناموسيات,5,REG-047
630510,6,من جوت,2,REG-047
630520,6,من قطن,1,REG-047
630532,6,أوعية مرنة وسيطة لتعبئة المواد الفرط (الصب),1,REG-047
630533,6,"""ـ ـ غيرها، متحصل عليها من أشرطة أو من أشكال مماثلة من بولي إيثيلين أومن بولي بروبلين""",1,REG-046
630539,6,غيرها,1,REG-047
630590,6,من مواد نسجية أُخر,1,REG-047
630612,6,أغطية بضائع,2,REG-047
630619,6,أغطية بضائع,2,REG-047
630622,6,خيام أخر من ألياف تركيبية,1,REG-047
630629,6,خيام أخر من مواد نسجية أخر,1,REG-047
630630,6,أشرعة,1,REG-047
630640,6,"""ـ حشايا أو فرش """"مراتب"""" قابلة للنفخ """"""",1,REG-047
630690,6,غيرها,1,REG-047
630710,6,مماسح أرضيات,4,REG-047
630720,6,سترات وأحزمة للنجاة,1,REG-053
630790,6,نماذج تفصيل الألبسة,17,REG-047|REG-053
630800,6,"""مجموعات (أطقم) مؤلفة من قطع أقمشة منسوجة ومن خيوط، وإن كانت بلوازم صالحة لصناعة البسط أو الديابيج، أو أغطية وفوط المناضد المطرزة أو أصناف نسجية مماثلة، مهيأة في أغلفة للبيع بالتجزئة""",1,REG-047
631010,6,مصنفة (مفروزة),1,REG-047
631090,6,غيرها,1,REG-047
640110,6,أحذية مطاطية مقاومة للماء والسوائل الأخرى والشحوم والكيماويات مكونة من قطعة واحدة بقذيفة معدنية في المقدمة,2,REG-029
640192,6,أحذية مطاطية مقاومة للماء وللسوائل الأخرى والشحوم والكيماويات تغطي الكاحل ولا تغطي الركبة مكونة من قطعة واحدة بدون قذيفة معدنية في المقدمة,2,REG-029
640199,6,غيرها,1,REG-029
640212,6,"""ـ ـ أحـذيـة تزلـج ، وأحذيـة لوحـات التزلـج """"سيرف""""""",1,REG-029
640219,6,أحذية كرة القدم بنعال خارجية ووجوه من مطاط مجمعة بالخياطة.,2,REG-029
640220,6,أحذية بوجوه من أشرطة وسيور مثبتة في ثقوب النعال,1,REG-029
