code,level,description_ar_derived,child_count,regulation_ids
2514,4,خاماً بشكل كتل منشورة,3,REG-056
2515,4,رخام خام,16,REG-056
2516,4,جرانيت خام,23,REG-056
2517,4,حصى ء مجروشة للخرسانة,6,
2520,4,جبس سائب,6,
2521,4,حجر جيري(كلسي)مساعد للصهر (فلكس),3,
2522,4,كلس حي سائب,6,
2523,4,اسمنت  بورتلاند ابيض سائب,10,
2609,4,"خامات ""ستانيت"" بيريت القصدير (كبريتيد القصدير والنحاس والحديد)",2,
2620,4,رواسب المدخرات( البطاريات),1,REG-030
2710,4,غيرها,102,REG-017
2713,4,بقايا من زيوت معدنية,2,REG-017
2805,4,كالسيوم (يحتوي على أقل من 1000 جزء في المليون من وزنه من الشوائب المعدنية بخلاف المغنسيوم وأقل من 10 أجزاء في المليون من وزنه من البورون),2,
2825,4,هيدروكسيد الكالسيوم,1,
2828,4,هيبو كلوريت الصوديوم,1,REG-048
2834,4,نترات النحاس,1,
2849,4,غيرها,7,
2903,4,ثاني كلوريد الايثيلين (ايزو) (1 ، 2 ـ ثاني كلورو إيثان ) .,1,
2909,4,عشاري برومو ثنائي فينيل الإيثر,2,
2913,4,مشتقات مهلجنة أو مسلفنة أو منترنة أو منترزة من المنتجات الداخلة في البند 29.12.,1,
2915,4,خلات الصوديوم,13,
2918,4,حمض جليوكوهيبتونيك وأملاحه,4,
2922,4,غيرها,1,
2930,4,"(-) ميثيل فسفونوثيولات(إيثيل بنزين امونيوم-s( N-ثنائي ميثيل بروبيل -2,1",9,
2931,4,غيرها,12,
2933,4,غيرها,1,
3204,4,أصباغ مبددة ومحضرات أساسها هذه الأصباغ,9,REG-002
3205,4,لك الخشب,3,REG-002
3206,4,"""ـ ـ تحتوي على 80% أو أكثر وزناً من ثاني أوكسيد التيتانيوم، محسوباً على المادة الجافة""",7,REG-002
3207,4,ألوان سطحية ومعتمات محضرة وألوان محضرة ومحضرات مماثله,2,REG-002
3208,4,ورنيش,13,REG-002
3209,4,ورنيش,9,REG-002
3212,4,معجون المنيوم يحتوي على أي مادة مذكورة ضمن قائمة المواد الخطرة المرفقة (ملحق 1).,1,REG-002
3214,4,معاجين الحشو لإعداد الأسطح للطلاء بتسوية البروزات وحشو الشقوق والثقوب ويوضع عليها الطلاء بعد جفافها وصقلها,3,REG-058
3307,4,الورق المعطر,1,REG-049
3401,4,غيرها,8,REG-048
3402,4,غيرها,11,REG-048
3403,4,محضرات التشحيم المعدة لتخفيف الاحتكاك,8,REG-017
3405,4,محضرات تلميع ومعاجين ومحضرات مماثلة للأحذية أو الجلد,6,REG-048
3407,4,معاجين لصنع النماذج لتسلية الأطفال,1,REG-036
3501,4,غراء الجبنين,1,
3503,4,غيره,1,
3505,4,من الدكسترين,4,
3506,4,"""ـ منتجات صالحة للاستعمال كغراء أو كمواد لاصقة، مهيأة للبيع بالتجزئة كغراء أو كمواد لاصقة، لا يتجاوز وزنها الصافي 1 كلج""",4,
3604,4,خاصة بالمهرجانات والاحتفالات,2,REG-066
3606,4,وقود سائل وغاز وقود مسيل في عبوات من الأنواع المستعملة لتعبئة أو إعادة تعبئة قداحات السجائر أو الولاعات المماثلة لا تتجاوز سعتها 300سم3,1,REG-026
3703,4,لفائف يزيد عرضها عن 610مم,3,REG-049
3704,4,ألواح للتصوير الفوتوغرافي، مصورة لكن غير مظهرة,5,REG-049
3806,4,صموغ أستريه,2,
3809,4,محضرات تثبيت كي الملابس (مثل مريتوالخ),2,REG-048
3810,4,محضرات لتنظيف سطح المعادن قبل طلائها ؛ مساحيق وعجائن مركبة من معادن ومواد أخر للحام المعادن,2,REG-048
3812,4,غيرها,1,
3813,4,تحتوي على بروموكلورو ثاني فلوروميثان أو بروموثالث فلوروميثان أو ثاني برومو رابع فلورو ايثانات,5,REG-062
3814,4,تنر تخفيف دهانات,5,REG-002
3815,4,مسارعات (محفزات) بلاتينية مصمّمة خصيصاً أو مُعَدّة لاستخلاص التريتيوم من الماء الثقيل أو لإنتاجه,2,
3816,4,اسمنت حراري,6,
3819,4,سوائل الفرامل الهيدروليكية ، لا تحتوي على زيوت نفط ولا على زيوت معدنية قارية أو تحتوي على أقل من 70% وزناً من هذه الزيوت,2,REG-017
3820,4,محضرات مضادة للتجمد,2,REG-023
3823,4,غيرها,1,
3824,4,محضرات تضاف للاسمنت أو الملاط أو الخرسانة,6,REG-023
3907,4,راتنجات أيبوكسيدية,2,REG-058
3909,4,بولي يوريثانات,1,REG-058
3917,4,أنابيب صلبة من بوليمرات الإيثيلين,18,REG-055|REG-060
3918,4,أغطية أرضيات من بوليمرات كلوريد الفينيل ، وإن كانت لاصقة ذاتياً ، بشكل لفائف أو ترابيع أوبلاط,4,REG-056|REG-058
3919,4,لفات لا يتجاوز عرضها 20 سم,3,
3920,4,من بوليمرات الإيثيلين,18,REG-058|REG-060
3921,4,من بوليمرات ستيرين,6,REG-058
3922,4,مغاطس,8,REG-056
3923,4,غيرها,17,REG-046
3924,4,أوعية لحفظ الثلج,18,REG-060
3925,4,صهاريج وخزانات ودنان وأوعية مماثلة تتجاوز سعتها 300 لتر,12,REG-025|REG-055|REG-056
3926,4,للحافلات,11,REG-047|REG-053
4008,4,ألواح من مطاط خلوي مبركن ، عدا المطاط المقسى .,6,REG-058
4009,4,غيرها,33,REG-055|REG-062
4010,4,سيور نقل حركة بدون نهايات (مقفلة) ذات مقطع عرضي شبه منحرف (  بشكل حرف V) ،  محززة   ، يزيد طول محيطها  الخارجي عن 60 سم ولكن لا يتجاوز 180  سم,6,REG-023
4011,4,إطارات خارجية هوائية جديدة، من مطاط للسيارات السياحية وسيارات الاستيشن,10,REG_TIRES
4015,4,لإطفاء الحرائق,12,REG-053|REG-059
4016,4,حلقات وفواصل ( جوانات ) للمركبات ، من مطاط مبركن غير مقسي ، غير خلوي .,1,REG-023
4101,4,صلال وجلود  كاملة، غير مشطورة لا يتجاوز وزن الجلد الواحد منها 8 كغم إذا كان جافاً أو 10 كغم إذا كان مملحاً وهو جاف أو 16 كغم إذا كان طرياً أو مملحاً وهو رطب أو محفوظاً بطريقة أُخرى,3,REG-059
4104,4,جانب الجلد الخارجي بكاملة وان كان مشطوراً,4,REG-059
4106,4,بحالتها الرطبة(بما فيها المرطبة بالصبغ الأزرق),4,REG-059
4107,4,الجلد الخارجي مشطوراً,6,REG-059
4112,4,"""جلود مهيأة أكثر بعد الدباغة أو التجفيف، بما فيها الجلود المرققة (بارشمان)، من خراف أو ضأن، منتوفة، وان كانت مشطورة، عدا الجلود الداخلة في البند4114""",1,REG-059
4113,4,من ماعز أو صغارها,3,REG-059
4114,4,جلود مطراة (معروفة بالشاموا) (بما في ذلك الجلود البيضاء الشبيهة بها),2,REG-059
4115,4,"""ـ جلود مجددة أساسها الجلد أو أليافه، بشكل ألواح أو صفائح أو أشرطة، وان كانت لفات""",2,REG-059
4201,4,من جلد,2,REG-047|REG-059
4202,4,سطحها الخارجي من صفائح لدائن أو مواد نسجية,34,REG-047|REG-059
4203,4,ألبسة,6,REG-059
4205,4,جلود الشاموا المصنوعة خصيصا مماسح للسيارات,11,REG-059
4206,4,مصنوعات من مصارين (ماعدا مصارين دودة القز) أو من مثانات أو من أوتار العضلات,1,REG-059
4301,4,"""ـ من المنك (الفيزون)، كاملة مع أو بدون الرأس أوالذيل أو الأقدام""",5,REG-059
4302,4,من المنك,4,REG-059
4303,4,أدثره للرجال (فروه) من فراء طبيعي,3,REG-059
4304,4,الفراء الاصطناعي بشكل قطع,4,REG-059
4410,4,غيرها,18,REG-058
4415,4,صناديق عادية للتعبئة,13,
4418,4,نوافذ، نوافذ أبواب (نوافذ فرنسية ) وهياكلها وأطرها مقاومة للحريق من اخشاب استوائية,16,REG-025
4419,4,ألواح الخبز وألواح تقطيع والواح مماثلة,21,REG-060
4602,4,حقائب يدوية,4,
4701,4,عجائن خشب آلية,1,
4707,4,"ورق أو ورق مقوى ""كرافت"" ، غير مقصور أو من ورق أو ورق مقوى مموج ، مقطع بمقاسات موحدة ومضغوط",6,REG-049
4801,4,ورق صحف، بشكل لفات أو صفائح,1,REG-049
4802,4,ورق وورق مقوى يدوي الصنع,11,REG-049
4803,4,ورق من النوع المعد للاستعمال كورق التجميل (تواليت) .,7,REG-049
4804,4,غير مبيض,12,REG-049
4805,4,ورق نصف كيماوي محزز (فلوتينج),14,REG-049
4806,4,"""ـ مكبرت """"بارشمان"""" (مرقق)""",9,REG-049|REG-060
4807,4,ورق مجمع (مصنع بلصق طبقات مسطحة من الورق أو الورق المقوى معا بمادة لاصقة)، غير مطلي السطح ولا مشرب ، وإن كان مقوى من الداخل، لفات .,4,REG-049
4808,4,ورق مموج وإن كان مثقباً,7,REG-049
4809,4,ورق إستنساخ ذاتي بشكل لفات,3,REG-049
4810,4,غيره,16,REG-049
4811,4,ورق وورق مقوى ،  مطلي بالقطران .,17,REG-049|REG-058|REG-060
4812,4,"""كتل وألواح مرشحة، من عجائن الورق""",1,REG-049
4814,4,ورق حائط وأغطية جدران مماثلة، مكون من ورق مطلي  على وجهه الخارجي، بطبقة لدائن، محببة .,12,REG-058
4816,4,ورق استنساخ ذاتي,3,REG-049
4817,4,مغلفات (ظروف),10,REG-049
4818,4,ورق تجميل (تواليت),7,REG-047|REG-049|REG-053
4819,4,علب وصناديق ، من ورق وورق مقوى للعطور,18,REG-049|REG-060
4820,4,سجلات الاتصالات.,28,REG-049
4821,4,مطبوعة,2,REG-049
4822,4,من الأنواع المستعملة في لف خيوط النسج بكرات,5,REG-049
4823,4,ورق وورق مقوى للتصفية (الترشيح),45,REG-049|REG-060
4907,4,عملة ورقية متداولة محلية,4,
5001,4,شرانق دود الحرير صالحة للحل,1,REG-047
5003,4,فضلات خيوط الحرير غير مندوفة ، من فضلات حرير,9,REG-047
5004,4,"""خيوط حرير (عدا الخيوط المغزولة من فضلات  الحرير)، غير مهيأة للبيع بالتجزئة""",1,REG-047
5005,4,"""خيوط مغزولة من فضلات الحرير، غير مهيأة للبيع بالتجزئة""",1,REG-047
5006,4,"""خيوط حرير وخيوط مغزولة من فضلات الحرير، مهيأة للبيع بالتجزئة؛ خيوط أحشاء دود الحرير (شعر مسينا للصيد)""",1,REG-047
5007,4,نسج من فضلات مشاقة الحرير,3,REG-047
5101,4,صوف جز,12,REG-047
5102,4,من ماعز كشمير,3,REG-047
5103,4,فضلات تمشيط الصوف أو الوبر الناعم,3,REG-047
5104,4,نسالات صوف أو وبر ناعم أو خشن,1,REG-047
5105,4,صوف مندوف,6,REG-047
5106,4,تحتوي على 85% وزناً أو أكثر من الصوف,2,REG-047
5107,4,تحتوي على 85%  وزناً أو أكثر من الصوف,2,REG-047
5108,4,مندوفة,2,REG-047
5109,4,تحتوي على 85% وزناً أو أكثر من الصوف أو الوبر الناعم,2,REG-047
5110,4,"""خيوط من وبر خشن أو من شعر خيل (بما فيها الخيوط المبرومة من شعر الخيل)، وإن كانت مهيأة للبيع بالتجزئة""",1,REG-047
5111,4,لصناعة العبي و المشالح,10,REG-047
5112,4,لصناعة العبي و المشالح,10,REG-047
5113,4,لصناعة العبي و المشالح,3,REG-047
5201,4,قطن غير مندوف أو ممشط,1,REG-047
5202,4,فضلات خيوط,3,REG-047
5203,4,قطن مندوف أو ممشط,1,REG-047
5204,4,تحتوي على 85% وزناً أو أكثر من القطن,3,REG-047
5205,4,مقاسها أقل من 192.31 ديسيتكس ولكن لا يقل عن 125 ديسيتكس (يزيد عن 52 رقم متري ولا يتجاوز 80 رقم متري),24,REG-047
5206,4,مقاسها أقل من 125 ديسيتكس (يزيد عن  80 رقم متري),20,REG-047
5207,4,تحتوي على 85% وزناً أو أكثر من القطن,2,REG-047
5208,4,نسج أُخر,19,REG-047
5209,4,بنسج سادة,16,REG-047
5210,4,بنسج سادة,11,REG-047
5211,4,بنسج سادة,14,REG-047
5212,4,غير مقصورة,10,REG-047
5301,4,كتان خام أو معطن,4,REG-047
5302,4,قنب خام أو معطن,2,REG-047
5303,4,"""ـ جوت وألياف نسجية لحائية أُخر ، خام أو معطنة""",12,REG-047
5305,4,"ألياف جوز الهند ""كوير"" ، بشكل كتل",21,REG-047
5306,4,مفردة,2,REG-047
5307,4,مفردة,2,REG-047
5308,4,خيوط من ألياف جوز الهند,3,REG-047
5309,4,غير مقصورة أو مقصورة,8,REG-047
5310,4,غير مقصورة,5,REG-047
5311,4,أقمشة منسوجة من ألياف نسجية نباتية أُخر؛ وأقمشة منسوجة من خيوط من ورق,1,REG-047
5401,4,مهيأة للبيع بالتجزئة,4,REG-047
5402,4,من بوليسترات,31,REG-047
5403,4,غيرها,8,REG-047
5404,4,قابلة للمط,16,REG-047
5405,4,خيوط مفردة من بروبيلين,7,REG-047
5406,4,"""خيوط من شعيرات تركيبية أو اصطناعية (عدا خيوط الخياطة)، مهيأة للبيع بالتجزئة""",1,REG-047
5407,4,غير مقصورة أو مقصورة,25,REG-047
5408,4,غير مقصورة أو مقصورة,9,REG-047
5501,4,خصل من شعيرات تركيبية مصنوعة من أراميدات (لها معامل نوعي أكبر من أو يساوي 12.7 × 106 متر ومقاومة شد نوعية أكبر من أو تساوي 23.5 × 104 متر),7,REG-047
5502,4,من أسيتات سيللوز,3,REG-047
5503,4,ألياف تركيبية غير مستمرة، غير مندوفة أو ممشطة أو معالجة بطريقة أخرى للغزل. مصنوعة من أراميدات (لها معامل نوعي أكبر من أو يساوي 12.7 × 106 متر ومقاومة شد نوعية أكبر من أو تساوي 23.5 × 104 متر),7,REG-047
5504,4,من حرير فسكوز,2,REG-047
5505,4,من ألياف تركيبية,2,REG-047
5506,4,من نايلون أو من بولي أميدات أخر,5,REG-047
5507,4,"ألياف اصطناعية غير مستمرة، مندوفة أو ممشطة أو معالجة بطريقة أُخرى للغزل,",1,REG-047
5508,4,مهيأة للبيع بالتجزئة,4,REG-047
5509,4,مفردة,20,REG-047
5510,4,خيوط مفردة,5,REG-047
5511,4,"""ـ من ألياف تركيبية غير مستمرة، تحتوي على85% وزناً أو أكثر من هذه الألياف""",3,REG-047
5512,4,غير مقصورة أو مقصورة,15,REG-047
5513,4,أقمشة منسوجة أُخر,11,REG-047
5514,4,أقمشة منسوجة أُخر,12,REG-047
5515,4,غيرها,17,REG-047
5516,4,غير مقصورة أو مقصورة,20,REG-047
5601,4,أعواد تنظيف الأذن,10,REG-047
5602,4,لباد إبرة وأقمشة من ألياف مجمعة بالغرز,14,REG-047
5603,4,أقمشة غير منسوجة بوزن يزيد عن 150 جم/ م2 ، مشربة,40,REG-047
5604,4,خيوط وحبال من مطاط مغطاة بمواد نسجية ، مشربة,7,REG-047
5605,4,خيوط نسجيه ممعدنة ، وإن كانت بريما ، مؤلفة من خيوط نسجية أو أشرطة أو أشكال مماثلة مما يدخل في البند 5404 أو 5405  مضمومة إلى معدن بشكل خيوط أو صفيحات أو قدد أو مساحيق، أو مغطاة بالمعدن,1,REG-047
5606,4,خيوط بريم وبريم من صفيحات وأشكال مماثله,7,REG-047
5607,4,غير مضفورة,26,REG-047
5608,4,شباك جاهزة لصيد الأسماك,6,REG-047
5609,4,خيوط الأحذية,4,REG-047|REG-053
5701,4,سجاد من أصواف,13,REG-047
5702,4,غيرها,107,REG-047
5703,4,نجيلة (عشب اصطناعي),24,REG-047
5704,4,مربعات لا تتجاوز مساحة سطحها عن  0.3 م2,3,REG-047
5705,4,سجاد وبسط من خيوط قطيفة,10,REG-047
5801,4,غيرها,15,REG-047
5802,4,"""ـ أقمشة منسوجة مزردة من النوع الإسفنجي (نسج المناشف وما يماثلها """" تيري"""") ، من قطن:""",3,REG-047
5803,4,نسج بعقدة غزيه، عدا النسج الضيقة (الشرائط) الداخلة في البند 5806.,1,REG-047
5804,4,تول وأقمشة شبكية آخر,4,REG-047
5805,4,"""ديابيج يدوية النسج من أنواع جوبلان، فلاندر،  أوبيسون، بوفييه وما يماثلها وديابيج مشغولة بالإبرة (بالغرزة الصغيرة أو بالغرزة المتقاطعة مثلاً)، وإن كانت جاهزة""",1,REG-047
5806,4,أشرطة من أقمشة منسوجة ذات خمل(بما فيها أقمشة مزردة من النوع الإسفنجي)وأقمشة من خيوط قطيفية (شنيل),6,REG-047
5807,4,منسوجة,2,REG-047
5808,4,ضفائر أثواباً,2,REG-047
5809,4,"""أقمشة منسوجة من خيوط من معدن و أقمشة منسوجة من خيوط نسجية ممعدنة مما يدخل في البند 5605، من الأنواع المستعملة للألبسة و للمفروشات أو لاستعمالات مماثلة، غير مذكورة ولا داخلة في مكان آخر""",1,REG-047
5810,4,مطرزات من دون أرضية ظاهرة,4,REG-047
5811,4,"""منتجات نسجية ذات حشو، أثواباً ، تتكون من طبقة أو أكثر من مواد نسجية مضمومة إلى حشو، بالغرز أو بطريقة أُخرى، عدا المطرزات الداخلة في البند 5810""",1,REG-047
5901,4,"""ـ نسج مطلية بصمغ أو بمواد نشوية، من الأنواع المستعملة للتغليف الخارجي للكتب وغيرها من الاستعمالات المماثلة""",4,REG-047
5902,4,من نايلون أو من بولي أميدات أُخر,3,REG-047
5903,4,ببولي (فينيل كلوريد),3,REG-047
5904,4,مشمع أرضية (لينوليوم),2,REG-047
5905,4,من قطيفة,4,REG-047
5906,4,أشرطة لاصقة بعرض لا يزيد عن 20 سم,3,REG-047
5907,4,النسج المطلية بالقطران أو القار أو المواد المماثلة من الأنواع المستعملة لتحضير أغطية البضائع وأقمشة التغليف,8,REG-047
5908,4,"""فتائل منسوجة أو مضفورة أو مصنرة، من مواد نسجية، للمصابيح و المواقد و القداحات و الشموع أو ما يماثلها؛ رقائق (أغشية) وهاجة لمصابيح الغاز وأقمشة مصنرة اسطوانية  تستخدم في صنعها، وإن كانت مشربة""",1,REG-047
5909,4,المجهزة لإطفاء الحرائق,2,REG-047|REG-062
5910,4,سيور نقل الحركة أو نقل المواد من مواد نسجية، وإن كانت مشربة، مطلية، مغطاة،  أو منضدة بلدائن أو مقواة بمعدن أو بمادة أُخرى.,1,REG-047
5911,4,"نسج ولباد ونسج مبطنة بلباد، مطلية أو مغطاة أو منضده بمطاط أو جلد أو بمواد أُخر، من الأنواع المستعملة في صنع كسوة أجهزة الندف، والنسج المماثلة لاستعمالات تقنيه أُخر، بما في ذلك النسج الضيقة (الشرائط) المصنوعة من قطيفة مشربه بمطاط لتغطية مغازل النسيج ""مكوك النسيج""",6,REG-047
6001,4,من قطن,10,REG-047
6002,4,"""ـ  تحتوي على 5%، وزناً أو  أكثر وزناً من خيوط قابلة للمط """"الإستومير"""" ولكن لا تحتوى على خيوط مطاط""",2,REG-047
6003,4,مصنرة,9,REG-047
6004,4,"""ـ تحتوى على 5% وزنا ًأو أكثر من خيوط قابلة للمط """"الاستومير"""" ولكن لا تحتوى على خيوط مطاط""",2,REG-047
6005,4,غير مقصورة أو مقصورة,14,REG-047
6006,4,مصبوغة,14,REG-047
6101,4,من قطن,3,REG-047
6102,4,من صوف أو من وبر ناعم,4,REG-047
6103,4,بنطلونات عادية,21,REG-047
6104,4,من ألياف تركيبية,37,REG-047
6105,4,من قطن,3,REG-047
6106,4,بلوزات,9,REG-047
6107,4,من ألياف تركيبية أو اصطناعية,16,REG-047
6108,4,من ألياف تركيبية أو اصطناعية,15,REG-047
6109,4,قمصان (تي شيرت) وقمصان قصيرة بأكمام,7,REG-047
6110,4,كنزات,17,REG-047
6111,4,من قطن,5,REG-047
6112,4,من ألياف تركيبية,8,REG-047
6113,4,ألبسة مصنوعة من أقمشة مصنرة أو كروشيه داخلة في البنود5903أو5906أو 5907,1,REG-047
6114,4,من قطن,3,REG-047
6115,4,غيرها,9,REG-047
6116,4,مشربة أو مطلية أو مغطاة أو منضدة بلدائن أو بمطاط,5,REG-047
6117,4,"""ـ  شالات ، أوشحة ، لفافات عنق، طرح، أخمره  وأصناف مماثلة""",3,REG-047
6201,4,مشالح وعبي,5,REG-047
6202,4,غيرها,7,REG-047
6203,4,غيرها,46,REG-047
6204,4,من صوف أو من وبر ناعم,64,REG-047
6205,4,من قطن,5,REG-047
6206,4,بلوزات للنساء والبنات,19,REG-047
6207,4,غيرها,27,REG-047
6208,4,غيرها,39,REG-047
6209,4,الأثواب الخارجية الفضفاضة,22,REG-047
6210,4,ألبسة مصنوعة من لباد,9,REG-047
6211,4,ثوب (دشداشه),17,REG-047
6212,4,حمائل ثدي,4,REG-047
6213,4,من قطن,2,REG-047
6214,4,شالات,24,REG-047
6215,4,من حرير أو من فضلات حرير,3,REG-047
6216,4,"""قفازات، قفازات بلا أصابع، قفازات تكسو الأصابع الأربع معا والإبهام منفردا""",1,REG-047
6217,4,غيرها,14,REG-029|REG-047
6301,4,بطانيات كهربائية,6,REG-047
6302,4,من ألياف صناعية,19,REG-047
6303,4,من مواد نسجية أُخر,9,REG-047
6304,4,الناموسيات,21,REG-047
6305,4,من جوت,7,REG-046|REG-047
6306,4,أغطية بضائع,9,REG-047
6307,4,مماسح أرضيات,22,REG-047|REG-053
6308,4,"""مجموعات (أطقم) مؤلفة من قطع أقمشة منسوجة ومن خيوط، وإن كانت بلوازم صالحة لصناعة البسط أو الديابيج، أو أغطية وفوط المناضد المطرزة أو أصناف نسجية مماثلة، مهيأة في أغلفة للبيع بالتجزئة""",1,REG-047
6310,4,مصنفة (مفروزة),2,REG-047
6401,4,أحذية مطاطية مقاومة للماء والسوائل الأخرى والشحوم والكيماويات مكونة من قطعة واحدة بقذيفة معدنية في المقدمة,5,REG-029
6402,4,"""ـ ـ أحـذيـة تزلـج ، وأحذيـة لوحـات التزلـج """"سيرف""""""",6,REG-029
6403,4,للنساء والبنات,16,REG-029|REG-053
6404,4,أحذية للرياضة ؛ أحذية تنس و أحذية كرة السلة و أحذية العاب القوى وأحذية التمرين وأحذية مماثلة,3,REG-029
6405,4,غيرها,11,REG-029
6406,4,"""ـ وجوه أحذية وأجزاؤها، عدا أجزاء التقوية""",3,REG-029
6501,4,"""قبعات بشكلها الأولي وأبدان وأغطية قبعات من لباد، غير مقلوبة ولا مجهزة الحواف؛ دوائر (أقراص) واسطوانات للقبعات (وإن كانت مشقوقة طولياً)، من لباد""",1,REG-047
6502,4,"""قبعات بشكلها الأولي(كلوش) مضفورة أو مصنوعة بتجميع أشرطة من جميع المواد، غير مقلوبة ولا مجهزة الحواف ولا مبطنة ولا مزينة""",1,REG-047
6504,4,"""قبعات وأغطية رأس أُخر، مضفورة أو مصنوعة بتجميع أشرطة من جميع المواد، وإن كانت مبطنة أو مزينة""",1,REG-047
6505,4,شماغ مطرز,8,REG-047
6506,4,للأنشطة الرياضية,13,REG-047|REG-053|REG-059
6507,4,أشرطة للتجهيز داخل القبعات، بطائن جاهزة، أغطية، هياكل قبعات، حواف قبعات، سيور تثبيت القبعات,1,REG-047
6601,4,مظلات حدائق تحتوي على عامود للتثبيت,8,REG-047
6602,4,سياط,1,REG-047
6603,4,غيرها,1,
6701,4,أصناف الزينة من جلود طيور وأجراء آخر للقبعات والأطواق والياقات والمعاطف و الكابات أو الأصناف الاخر من الالبسة وتوابعها,1,
6702,4,من نسج,1,REG-047
6704,4,شعر مستعار كامل,8,REG-047
6801,4,من حجر رملي,5,REG-056
6802,4,جرانيت,14,REG-056
6803,4,بلاط ترابيع وقراميد وكتــل للبنـاء أو لرصف الطرق,2,REG-056
6806,4,"""ـ ألياف خبث المعادن و ألياف صخرية وألياف معدنية مماثلة، (بما فيها مخلوطة فيما بينها)، بشكل كتل  أو صفائح أو لفات""",4,REG-058
6807,4,لفات عزل مائي تحتوي على أسفلت بنسبة 60%,8,REG-058
6808,4,"""ألواح ذات أطر وألواح وترابيع """"بلاط"""" و كتل وأصناف مماثلة، من ألياف نباتية أو قش أو قشارة أو قطع صغيرة أو دقائق أو نشارة أو فضلات أُخر من خشب، مكتلة بإسمنت أو بجص أو بمواد تماسك معدنية أُخر""",1,REG-058
6809,4,مغطاة على الوجه أو مقواة بورق أو ورق مقوى فقط,7,REG-058
6810,4,غيرها,16,REG-056|REG-058
6811,4,"""ـ ـ صفائح آخر و ألواح ذات أطر، و قرميد وأصناف مماثلة""",3,REG-056|REG-058
6812,4,ألبسة,7,REG-029|REG-047
6813,4,بطائن فرامل غير مثبته على صحيفة من معدن,2,REG-023
6815,4,ألياف الكربون للاستعمالات غير الكهربائية (لها معامل نوعي أكبر من أو يساوي 12.7 × 106 متر ومقاومة شد نوعية أكبر من أو تساوي 23.5 × 104 متر),8,REG-047|REG-056
6901,4,"""آجر (طوب) وكتل وترابيع (بلاط) وأصناف خزفية أُخر، من دقيق الحفريات السيليسية (مثل، الكيسلجور أو التريبوليت أو الدياتوميت) أو من أتربة سيليسية مماثلة""",1,REG-056
6902,4,"""ـ محتوية على أكثر من 50% وزناً من عناصر المغنسيوم Mg) أو الكالسيوم (Ca) أو الكــروم(Cr)، كل بمفرده أو مجتمعة، معبراً عنها بـMgO وCaO و Cr2O3""",3,REG-056
6903,4,بوتقات مصنوعة او مبطنة بالتنتالوم بنسبة نقاوة تبلغ 98% من وزنها أو أكثر ولها سعة تتراوح بين 150 سم3 و8000 سم3,3,
6904,4,آجر (طوب) بناء,2,REG-056
6905,4,قرميد سقوف,3,REG-056
6907,4,معامل امتصاصها للماء لا يزيد عن 0.5% وزنا,5,REG-056
6909,4,أوعية وجرار وأصناف خزفية مماثلة للتعبئة أو النقل,2,
6910,4,من بورسلين أو صيني,2,REG-056
6911,4,أطقم الشاى والقهوة  .,9,REG-060
6912,4,أطقم الشاى والقهوة  .,7,REG-060
6913,4,علب للمجوهرات والحلوى وما يماثلها,1,
6914,4,لوازم الأبواب والنوافذ مثل المقابض و الأكر الخ,2,REG-025|REG-060
7004,4,زجاج ملون في كتلته أو معتم أو مصفح بزجاج أخر (مزدوج) أو ذو طبقة ماصة أو عاكسة أو غير عاكسة,2,REG-058
7005,4,"""ـ زجاج غير مسلح، ذو طبقة ماصة أو عاكسة أو غير عاكسة""",4,REG-058
7006,4,"""زجاج مذكور في البنود 7003 أو 7004 أو 7005 محني أو مشغول الأطراف أو مشطوف أو محفور أو مثقوب أو مطلي بالمينا أو مشغول بطريقة أخرى، ولكن غير مزود بأطر ولا مزود بمواد أخر""",1,REG-058
7007,4,غيرها,4,REG-023|REG-058
7008,4,الزجاج المقاوم للحريق,2,REG-058
7009,4,مرايا للرؤية الخلفية للعربات,1,REG-023
7010,4,قوارير زجاجية ذات الاستخدام الواحد,3,REG-060
7013,4,من كريستال الرصاص,8,REG-060
7015,4,زجاج للنظارات الشمسية,2,REG-053
7016,4,زجاج معشق,2,
7018,4,سبح,4,REG-015
7019,4,غيرها,33,REG-025|REG-026|REG-047|REG-056|REG-058
7020,4,نوافذ التدريع الزجاجية ذات الكثافة العالية بأطرها المخصصة لها، مقاومة أو متحملة للإشعاع,2,
7116,4,أصناف الزينة الشخصية,4,REG-015
7117,4,أزرار أكمام (كبك),7,REG-015
7208,4,من حديد,29,REG-054
7209,4,من حديد,17,REG-054
7210,4,من حديد,18,REG-054
7211,4,من حديد,9,REG-054
7212,4,مطلية,12,REG-054
7213,4,من حديد,6,REG-054
7214,4,ذات مقطع عرضي دائري أقل من 10 مم,12,REG-054
7215,4,ذات مقطع عرضي دائري أقل من 10 مم,9,REG-054
7216,4,من حديد,38,REG-054
7217,4,من حديد,7,REG-054
7218,4,بشكل سبائك( اينجوت ),6,REG-054
7219,4,بسمك 3 مم أو أكثر ولكن يقل عن 4.75 مم,14,REG-054
7220,4,بسمك  4.75 مم أو أكثر,4,REG-054
7221,4,قضبان,2,REG-054
7222,4,عيدان,10,REG-054
7223,4,أسلاك من صلب مقاوم للصدأ,1,REG-054
7224,4,لها مقاومة شد قصوى مقدارها 1950 ميجا باسكال أو أكثر في درجة حرارة 20 درجة مئوية,5,REG-054
7225,4,ذات حبيبات موجهة,10,REG-054
